asic,review
B07Z8PWC6R,"
I got this for my wife. She uses her i7-12700K based machine mostly for rendering still images, so this is just what I thought was an adequate card which is below the steep part of the price performance curve. After building the machine I ran the Passmark tests and was surprised to find that this has substantially better 2D performance (1255) than my RTX3070 (943), 3D performance for the 1660 Super was 14,168 compared to 24,787 for the RTX3070. Considering she mostly needs 2D and I mostly need 3D I guess we both got what we needed.While testing and installing software I ran a 3440x1440 144Hz monitor on Display Port and a 3840x2160 TV on HDMI and both looked good. No signs of the card running out of performance or bandwidth. On an old GTX980 the fast monitor gave color fringes until I turned it down to 60Hz.I wouldn't hesitate to buy this card again for any normal PC. Unless you are playing very high resolution 3D games it should do everything you want.
"
B07Z8PWC6R,"
I got this little guy when my old, reliable 980ti finally kicked the bucket....during the COVID chip shortage, of course. I was a little marked up but, still affordable. I was shocked at how well the Super performed and how close in numbers it was to the TI version. For affordable gaming, you can't beat this little beast.
"
B07Z8PWC6R,"
This is a good graphics card it’s an excellent GPU I was getting 140 fps in a big game but when I bought it was over 500$ when the market was high that’s really the only thing I can complain about So of your Looking for a good GPU this one is really good.
"
B07Z8PWC6R,"
package arrived with no damage opened box and installed this 1660 Super in my wifes gaming desktop(one of wally world specials) had a little problem getting the connectors to hook up to the power. other then that PC saw video card i went to Nvidias website and played GTA. and  immediately saw a BIG diffrence in the graphics. also tested RDR2  the ONE game she couldnt play thanks to HP!  loaded that up and my wife was very happy. thought Video card was gonna be bigger but it fitWOULD  order from this seller again.
"
B07Z8PWC6R,"
This card is the top of the line for the technology I had available in my case. I can play all the games I have currently at full settings and with no issues. Excellent card if you have slightly older motherboard and processor.
"
B07Z8PWC6R,"
its smooth lol but its no rtx clearly it serves what i need for now i do recommend it if your on a budget
"
B07Z8PWC6R,"
Like it. For general games and school and video editing.
"
B07Z8PWC6R,"
Recomendable para placas madre de pci 3.0
"
B07Z8PWC6R,"
My goal was being able to play the newer games on my Dell, more specifically, FC4.  I had bought the RX 570 which did a great job, but for some reason, it was extremely noisy.  It made a loud whirring sound every time I played the game.  The other games I've played, Fallout 3 and 4, Crysis, the card didn't make those horrible sounds.  Realizing the cost of gpu's are rapidly escalating, I checked out the GTX 1660 Super.  I checked it with games-debate and it was superior to the RX 570.  The frame rates are incredible!  Also, a BIG plus was the small size of the card.  I already had an 8 pin adapter to plug it in and it installed super easy and ran like a dream.  The temperature of the card runs within the norm and has made an incredible difference in game play.  I highly, VERY highly recommend this card!  It's a good price for the card and it delivers exceptional performance if you're unable to get the higher end gpu's.  It's worth the price!
"
B07Z8PWC6R,"
I am using a Ryzen 5 1600 paired with a 660ti so this upgrade for me was very substantial and really the cheapest way to break into ultra settings with 60+ FPS (usually above 75fps even in modern games like borderlands 3) which is perfect since I have a 1080p monitor with a 75hz refresh rate. Anything stronger than this card would yield better results but, would probably be bottlnecked past a rtx 2060 or 2060s which is the next price bracket above this card. So this really works well with the 2016 released Ryzen 5 I’m using. I think at the $249 I paid in about June of 2020 was very fair and I have been very happy with it overall. If you have more money get an RTX 2060s but at $250 or slightly under this is a great option. This card is small so it’ll fit in to many cases, not quite a low profile but smaller than some single fan designs I’ve seen. For its size it also weighs more than I’d expect it to eluding to a nice heat sink. Overall the thermals are not bad and I have overclocked it utilizing the OC feature on MSI afterburner and now my clock speed is around 1700 and boosts up a little past 2000 which is actually pretty great for just using the stock cooler. It isn’t very loud and I do have an open case design so I would be able to quickly tell. I like that the card is simple because some look obnoxious but, I would have liked even just a simple clean backplate especially since I’ve seen cheaper 1650 cards with backplates for $100 less than this card.
"
B097YW4FW9,"
I got this because I feel like the 3060 Ti strikes a pretty good balance between a lot of things -- including the oft-forgotten questions of power usage and heat production.  Performance-wise people point to the 3070 and say go ahead and spend the extra, but I do want to point out that the 3060 Ti generally outperforms the previous generation's 2080 Super in most things (and barely does any worse at all in the things it doesn't beat it at.)  Zotac's offering is a good price and seems to be a reliable choice which was my biggest consideration right now (I want this thing to last a long time.)The only complaints I do have are about the cooling.  The heatsink's design is actually really good and I don't have any complaints about the heatsink itself.  It's worth noting that many videocards have the fins oriented vertically instead of horizontally, so so air can flow through them out the back of the case (thus meaning those cards can only recycle air and rely on the case to have good airflow.)  This one is properly oriented horizontally, so *some* air can go out.  I emphasize some because of two things.  First, it's open on both sides, so of course some air still goes back to the case out the inside part and gets recycled -- but of course GPU fans rarely have high static pressure anyway, so blocking that side doesn't actually improve cooling (mind you, my case has pretty decent airflow, so it may do better to cover the inside end in worse cases than mine.)  I do also think the fans should be tilted just ever so slightly to actually make the air go a direction other than straight down into the heatsink, but I don't know if any videocard manufacturer has ever thought of this yet.I also noticed the thermal paste apparently wasn't ideal or at least wasn't ideally placed (maybe too much I think.)  I took it apart under the assumption they used the usual really cheap stuff many GPUs have, but it looked like it maybe wasn't actually terrible.  I can't be sure what it is from just its appearance alone, but it did seem to be a bit lower viscosity than ideal, so maybe not the highest grade.  When I changed the thermal paste its temperatures dropped by approximately 3C from the top and close to that at idle (and thermal paste is less about maximum temperature and more just about minimizing heat dissipation latency, so when you see a notable drop in temperature that means a lot more than it may seem.)  It may just have been too much on there as there was definitely quite a lot and it was hard to clean, so that is a distinct possibility and could potentially even save them money if it's just a matter of reducing it ever so slightly.There was one definitely bad choice on this card I'm unhappy about though -- and this is the biggest reason I knocked one star off from the max (the other stuff is pretty typical of GPUs in general probably.)  For some reason they stuck little aluminum tags with their name and logo on the fans themselves with a heavy foam tape.  This just seems like a really dumb choice no matter how I look at it.  For one, it adds extra mass to the fans, which reduces their efficiency and lifetime.  For another, apparently the process varies because on mine one of the tags was off center and looked kind of bad (plus was probably even worse for the lifetime of the fan as it would make it run fairly unevently, affecting its long-term life.)  Again, my goal is for this thing to last, and if the fans die out on me not that far down the road that's definitely not lasting.  Since they used a thick foam tape though, it's hard to get them completely off (I had to pry very very carefully and slowly to not risk damaging the fans in the process.)  Actually, this may have had some effect on the temperature in itself since the fans now probably run that tiny bit more efficiently (but doesn't account for a full 3C.)Now, that said, I've seen reviews saying this card is loud.  I don't know if they've revised this model or what, but I did not feel like the fans were loud at all.  I get more noise from the other fans in my case definitely (mind you, it's not a silent case by any means, but I never feel like the noise is bad now.)  Certainly a lot better than the awful stock cooler that came with my CPU (that thing started to reach hurricane levels under load I swear.)  Also, the GPU seems to actually stay a very good temperature.  The reviews saying the fans were loud said it would run > 70C, but, in fact, I'm seeing a maximum of around 61C or so now (slightly higher before) with normal gaming keeping it at about 57C or so roughly the majority of the time (versus 60C before I redid the thermal compound.)  It only got up to around 61C or so when I saw GPU usage go way up to about 85% (normally it's 50-60 in most games but some hit the mid 70s or so.  That 85% was only for a short duration.)  I have a very high confidence now that this card will last me a very long time short of something unexpected and extreme happening.  Overall I'd call it a good design other than those few points I mentioned earlier.
"
B097YW4FW9,"
It is a pretty good card. The noise is not actually annoying, you just gonna hear a whisper, but if you have headphones you will not hear it. The only ""bad"" thing here is the temperatures. The minimun and maximun i get when i am not doing gaming is 32° and 40°. When i am playing triple A games (God of war, Spiderman, etc) i get 75° as minimun and 88° as maximun. But, the performance of this card is just amazing, I love it. In God of War (all in ultra, at 1080p without dlss) i get more than 70+ fps, but if i change graphics at high, i get more than 100+ fps.My pc (just in case for the people that have 550w PSU and have fear to buy this card. Btw, 550w PSU is the MINIMUN for this card.)Ryzen 5 5600gRTX 3060 ti (jeje)16 gbs ram (dual channel, 3200mhz.)500gbs ssd m.2550w PSU.3 FansAir coolingAlso, I bought it from amazon.com USA (sold and shipped) and it arrived without any damage, everything was perfect.
"
B097YW4FW9,"
After the graphic card price surge of 2020 and 2021, it's good to finally see the prices of cards start to reach regular levels. While NVIDIA seems to be grasping at every dollar on the 3000 series cards, was able to find this for the same price as the Founder's Edition during the Prime Day Deals. Very happy with the ability of the card. Fans can be heard a bit when heavy use but nothing out of the ordinary.
"
B097YW4FW9,"
Performs very well, and keeps good temperatures while being very quiet. Mine seems to have some buzzing / coil whine, but it isn't annoying. I can usually only hear it if I put my ear up to my desktop.
"
B097YW4FW9,"
The temps while gaming were a tiny little bit on the high side right after install, but that is due mostly to my PC not having the greatest airflow, which I am now in the process of fixing. Later on the temps stabilized, with DLSS Quality at 1080p I get 65 degrees max. Full resolution Ray Tracing might push it to 80 degrees, which is fairly normal. Me personally, I don't care about 2k and 4k right now or for the foreseeable future. Seamless 60 FPS, VSync is your best friend here. I am adoring this thing.
"
B097YW4FW9,"
Just got the card for my build and so far it's been great, runs Modern Warfare at 144+ frames with all high settings and goes well with my 5800x. Would recommend.
"
B097YW4FW9,"
Bought this from Amazon open box. Absolutely no issues so far and no indication of issues down the road. Can 1440p game ALL day long.
"
B097YW4FW9,"
Good price , powerful little card, very noisy in my case. My 2060 never got as loud as this card did, I’m not sure if it’s cause it is the OC edition and my b460 d3sh does not support over clocking so maybe that had something to do with it, but it got pretty damn loud. But i had a i5 10400F in at the time which bottlenecks it especially in 1080p but I was still getting around 140 frames with high settings in 1440p. Also, this Is obviously a 2 fan GPU, I feel like 3060 ti and up you should look for a card that has 3 fans for better cooling and noise. I returned it not even 10 days of owning it for the evga FTW 3070 which is suppose to have GREAT cooling.
"
B097YW4FW9,"
Muy buena, la pedí a Colombia y llego en buen estado, una observación es q cuando jugaba en todo en ultra a 1920x1080 dependiendo del juego subia a temperaturas de 80º a 85º me di cuenta que si le quitaba la tapa lateral bajaba a 75º 72º, por lo que me toco cambiar los ventiladores del gabinete y la fuente a una 750W para poder ponerle una mejor refrigeración, ahora me va a 69º 65º sacándole el máximo provecho
"
B097YW4FW9,"
Definitely a good mid-tier GPU finally at a decent price. I got it for not much over MSRP. If you can get the 3070 for 500 or less I would go for that still though. I'm not sure why anyone would say it runs hot or needs better cooling. Mine runs at a steady 65c while under stress and 35c idling) I also undervolted it just a little (925mv @ 1950MHz and +350 on the memory clock)
"
B09QVPMGYV,"
Nothing wrong with this GPU, it’s cheap and effective. Definitely does mostly everything you will ever need it to do and well! That being said the 3060 being roughly 90 dollars more is well worth the extra price, from performance to capabilities.
"
B09QVPMGYV,"
Es lo que se ve en los vídeos de youtube donde te muestran su potencial. nada mas que decir.
"
B09QVPMGYV,"
It’s great quality, but what can I say, it’s an rtx 3050 very powerful great price.
"
B09QVPMGYV,"
It is SUPER quiet even under heavy loads and I was really impressed by the graphics quality.  Oat reviews I saw said that it was great at 1080p but I played DCS in 4k with no problems and it looked fantastic! I did end up returning it tho but only because I found a great deal on a 3060 and it only made sense to upgrade. I definitely recommend this card for someone building an above average PC. You won't be disappointed.
"
B09QVPMGYV,"
Unlike most people, I purchased this to convert videos files, not gaming. It's blazing fast at converting video files from h.264 to h.265 CoDecs.I have an Asus ROG STRIX Z370-E GAMING motherboard + Intel Core i7-8700 Coffee Lake 8th Gen 6-core 12-thread 3.2GHz (4.6GHz Turbo) + Corsair Vengeance LPX 16GB 3.2GHz DDR4 RAM.I was using the CPUs built-in H.264 and H.265 hardware acceleration to covert videos.On average, it would convert video recorded with the following at about 5 to 10 frames per second.Video Stream: 720p (1280x720), 2925kbps, 29.97FPS, AVC (Main@L3.1) (CABAC / 4 Ref Frames)Audio Stream: 184kbps, 44.1kHz, 2 channels, AAC LCAfter adding this video adapter, I can now convert the same videos at an average of 1400 frames per second. That's over 140% faster!
"
B09QVPMGYV,"
Muy buena de actualmente sin fallas, perfecta para usar con dos monitores y con juegos de alto nivel.
"
B09QVPMGYV,"
fast shipping great prodact
"
B09QVPMGYV,"
Es muy buena, a parte de jugar se puede usar con el programa Nvidia Broadcast, no se calienta mucho, en furmark va hasta casi los 68 grados lo cual es bastante bueno ya que mi anterior tarjeta llegaba a los 95, casi no se escucha mientras funciona, todo OK!
"
B09QVPMGYV,"
Tenía un 3400g, hace un mes que tengo la gráfica, y la verdad que me ha funcionado perfectamente en todo los juegos, en la mayoría de juegos en los maximos gráficos  me va a más de 70 fps, tengo un 5600x y si alguien tiene una preocupación por el ruido de los ventiladores, la verdad que son super silenciosos y también cuando la gráfica no tiene mucho uso se apagan los ventiladores, la verdad la recomiendo.PD: Revisen las medidas de su case antes de comprarla porque es medianamente grande
"
B09QVPMGYV,"
For those familiar with Gigabyte, the quality of this card is exactly what you would expect.  This is the entry level RTX 3050 chipset, but Gigabyte allows you to overclock the card slightly for tweaking performance.  RGB Fusion lights up the GIGABYTE name on the card in your choice of colors, but perhaps the nicest feature is displaying a thermal value related color.  A cool green represents comfy temps, while yellows and oranges represent increasing heat values.  Installation is super simple and requires an open PCIE power connection on your PSU.  (cable not included).  A great value for the money!
"
B08P3YT3MY,"
Scored this GPU as a ""Good"" Amazon Warehouse item and the packaging was perfect, card was in its static back, and works perfectly. The 6800 completed my all-AMD build as it's matched with a Ryzen 7 5700X to take advantage of the smart access memory feature.
"
B08P3YT3MY,"
I paid $500 this new most 3080s are like $800-850. This performs near a 3080 running it with a 12700F on a 550w psu no issues
"
B08P3YT3MY,"
The hardware is great but the software is terrible. Just like a buddy told me before I bought this.The shipping needed work too, claimed brand new but came with a return label inside
"
B08P3YT3MY,"
Excellent product for my computer
"
B08P3YT3MY,"
came expected but i paid more than double but hes legit
"
B08P3YT3MY,"
Not Iray compatible, unable to render iray shaders in Daz3d those only work with NVIDIA cards
"
B08P3YT3MY,"
This is a very well built card that has great thermals. The msrp is not $579 as another misinformed reviwer had said. This has been $819.99 from day one directly from Asus. So although prices are high, not nearly as bad as that would lead one to believe. Overall this performs exceptionally at 2k resolution, and also doesn't do terribly at high/medium settings in 4k either. It's not the fastest card out but when priced right and having some OC headroom can be one of the better values in this current market.
"
B08P3YT3MY,"
MSRP is $579.00
"
B08P3YT3MY,"
The gpu is sturdy with full metal body except the fans. Feels and looks premium. You can check out performance figures online and the card lives up to it. The card is a bit heavier than usual.There’s some glitch with rgb control software which switches off the TUF logo led sometimes and needs manual reset from armoury crate. I faced this a couple of times and this somehow fixed itself.The recommended power supply is 750W so make sure you have enough headroom. I have not seen this card draw more than 250-270W at full load.I have clocked at least 30 hours on this card at full load with 4 hours continuous game play. I have not encountered any os or game crashes.I switched to this from Nvidia card and did not face any issues with DDU default settings for removing the Nvidia drivers. Also, I am running a CPU without integrated graphics and the display works without amd drivers installed.This is a solid product and a recommended buy.
"
B08P3YT3MY,"
Excelente calidad
"
B09Q9SX3NY,"
I love it great card for startimg out and on high on all my games 60 +fps all the time my first gaming pc and the intel core i5 12400f and this card with 16 gb ram is what i need for most and all i need for now
"
B09Q9SX3NY,"
para gaming básico en  1920x1080, si eres exigente compra de  3070 en adelante
"
B09Q9SX3NY,"
I picked this up for my daughters computer, and it's more powerful than my evga FTW3 1080TIOC.  Consumes barely any power as well!
"
B09Q9SX3NY,"
This board is pretty good.  Not good for the price, but what is at this point.  Its OK for any gaming I would do, but I really do not do any.  I do run solid works, edit photographs and maybe encode video from time to time.  And it is much slower at all these things than a $1500 board, but it is about $320.  It is much better at these things than the 10900K processor build in graphics, so I'm happy enough.  It arrived in perfect conditions and while I have not attempted to over clock, I think the fans and heat sink look reasonable, temperature is good without overclocking.  I benchmarked it (as far as I know how) in both a PCIe 4 slot and a PCI 3 slot, only a few percent difference.  So I think it could be an good upgrade for older computers with no PCIe 4.  I have a gigabyte vision D Z90 board, but I have it installed it in PCIe 3 x16 slot, because my PCIe4 slot is too close to the CPU cooler.  Again, I do not game much, so I'm not worried about 2-4% performance hits.  I might get a raiser cable at some point and mount it vertically, but there does not seem to be a big reason to do this.  I think it a good entry level modern graphics card that is also good for upgrades.  But it cost way too much, over MSRP and MSRP is high.I suggest you download directly from NVIDA the newest drivers, then in safe mode uninstall any NVIDIA software you already have before install this board.  I also had some trouble with bios, but I think that was a problem with gigabyte bios.  I used it with 3 monitors just to test it and it worked.
"
B09Q9SX3NY,"
Decent 30 series under 350. Runs tests and games no problem. Quiet fans.
"
B09Q9SX3NY,"
Graphics are great and I wasn't dissatisfied. Was watching the prices fluctuate and eventually got it for $329+ tax. When I started looking, it was at $430.My previous experience was a nvidia geforce 630 and it blew me away. <insert ""a whole new world""-aladdin>
"
B09Q9SX3NY,"




                    The media could not be loaded.
                



 Meanwhile in the video it sounds, in real life it’s really half as loud as the mic captures, you won’t notice it, actually the case’a fans, are the louder stuff in there. (Recorded while had gpu at 100% and at open case; with closed case it’s much less)Now that it’s cheaper really adds value
"
B09Q9SX3NY,"
Fue una compra bastante impulsiva de mi parte pero no me arrepiento el call of dutty warzone me corre todo alto sin tirones ni nada ademas que los juegos catalogados como e-sports todos corren sobre los 180fps esta bastante buena para ser una gama seudo economica ademas de tener el raytracing que le da un plus en varias cosas como el residen evil village que se ve casi como película muy buena compra y tienen una tarjeta de video menor a una 2050 es recomendable ya que las 2060 y superiores ya es otra categoria y se nota entre 5 a 20 fps fps mas que nada
"
B09Q9SX3NY,"
Aunque el MSRP sea de 250$, en el contexto actual realmente vale la pena invertir ese dinero extra en esta 3050, ofrece un excelente rendimiento en resolución 1080p, su capacidad de 8GB de vram permiten que los juegos se puedan jugar con ajustes gráficos en ultra, además de que tecnologías como DLSS realmente ayudan a amortiguar la carga en juegos muy pesados, incluso si quieres jugar con Ray Tracing. Este modelo de MSI es excelente, mantiene excelentes temperaturas y hace muy poco ruido, muy recomendado.
"
B09Q9SX3NY,"
It does the job better than my old GTX 950. Need I say more?
"
B08V1WK4LB,"
Overall great card if you are not interested in RTX performance (ray tracing). I was skeptical buying this brand again after getting a DOA AMD 550 a year or so ago during the great video card shortage. I was also concerned over getting a refurbished mining card. However, the box seemed intact and the card itself looked new without any dust or dirt anywhere to be seen on the card itself or cooling system.I have the 6800xt mated with an AMD 5600x, an X570 Aorus mobo (capable of enabling SAM), and 32gb of AMD optimized RAM. My primary display is a 4k 120Mhz OLED 65’ TV. So far I am able to max out all settings in 4k with frames ranging from dips to the mid 40s to maxing out my display at 120fps. On average, I been getting 60-80 fps.The card does run hot (look for JUNCT temp). I have to set my fan speeds aggressively both with my case and GPU. The fans on the Red Dragon are loud when running above 50% speed or so (especially as you go over 65%). There is a bios switch on the Red Dragon that allows for underclocked “silent” running… without that enabled (or a waterblock installed) expect a decent amount of fan noise and heat as you push your GPU in most modern games at 4k.While the card does have RTX cores, turning on full ray tracing in games like Dying Light 2 and Cyberpunk 2022 at 4k is, personally, unplayable. However, the RTX cores are nice to have and maybe some performance can be salvaged from them with future driver optimizations and games partnered with AMD tech.I am happy with my purchase as maxing out my settings at 4k with frames 60fps or higher without spending any more then necessary was my goal. Giving up RTX performance was always on the chopping block for me given the outrageous mark up on the 6800xt/3080 + level cards lately. Things look even worse with NVIDA’s new 4000 series cards with unprecedented MSRPS for both their 4080s and 4090s. Call me old fashioned but paying $600-$800 is an already healthy markup on said models, trying to keep the crypto prices alive is beyond greedy.Amazon giving me a 5 months interest free option @$614 on this GPU was the magic number combo for me.
"
B08V1WK4LB,"
Pros:* Compared to 3080, this delivers similar performance and better $/FPS.* Got it around 09/2022 when price started to drop. Sure it will be cheaper if you wait more but it's good bang for the buck if you can't wait.* Been rocking a 1080 for 5 yrs, good to see AMD coming a long way for their video card. AMD Adrenaline is easy to use, with integrated OC ability.Cons:* At this point I'm still not sure if I got an open box. There's seal on the box but none on the antistatic bag. And there's nothing in the case other than a simple business card sized guide directing you to powercolor website.* 3 fans can be loud, but understandable.* Card is long and doesn't fit nicely on my PCIE support bracket.
"
B08V1WK4LB,"
I have been using this for a month now and use the silent BIOS. I can play FF7 remake and Elden ring on ultra settings at 1440p and the fans DON'T EVEN TURN ON! The card will stay under 58c in most games and I have never seen it get above 68c yet with more demanding titles like MW2 campaign. More demanding titles will generate some significant coil wine as others have mentioned but I game with headphones so it's not audible at all. For $550 I could not have done better.
"
B08V1WK4LB,"
Good performance, Price was 589 when I got it and that was a reasonable decent deal.The temps are nice and low. I threw everything I could at it while its on its OC bios and it couldnt go up higher than 75cI am for sure a fan of powercolor GPUs, they have always been very solid, and well made. Whenever its time again for me to buy a GPU again it will most likely be powercolor or sapphireI did not experience any coil whine, however, the fans are nothing to write home about, average to louder than average noise level for the level of air moved.
"
B08V1WK4LB,"
I got this at a decent value at the time, they are even cheaper now as of this review. Its performance is great. I do mostly 1080 gaming on 3 widescreen curve monitors. Never dips below 120 frames on max for any game I throw at it. Paired with a 5600x on mini itx aorus. Switched from nvidia as I dont like their practices anymore and im very pleased with the results. Not just the performance but driver compatibility. No more graphical tears, glitches, flickers, missing textures that seemed to plague my old 2070 ti.Its very noisey. Makes a buzz noise at higher fps which I found out is normal for some cards. In a case its barely noticeable, but open case it was too much to tolerate. In a normal case it gets toasty. Im sure it thermal throttles a lot in closed case but i havnt notice as 1080 isnt pushing it too hard.
"
B08V1WK4LB,"
This card makes Microsoft Flight Simulator 2020 silky smooth at high detail settings in 1440p averaging 100FPS.  Just what I needed from a graphics card.The price is right @ ~ $600 as of Oct 2022.Card runs quiet and cool.  Great buy.
"
B08V1WK4LB,"
This card has it, the cooler and fans are more than adequate to keep the card quite but unfortunately the card received has some pretty terrible coil whine when under load.  I will continue to use the card for the next few days and report back if burn in helps dampen the noise.
"
B08V1WK4LB,"
Gets a pretty good score in 3dMark, but im glad i paired it with a 5900x. Star citizen runs great now. The 6600xt is okay, but this is the highest end gpu ive ever used in a personal system and i can feel it. BE WARNED, it pumps out ALOT OF HEAT. Mainly from the psu because this thing is power hungry. So if youre in a heat wave like indiana is rn, and you dont have central air, your window unit probably wont keep up. All in all, good value for gaming but mining performance is sub par. Only makes about a Dollar and a half a day on nicehash. Maybe thats good, but its not worth the extra heat to me, even when im not home.
"
B08V1WK4LB,"
Got it on sale or else GPU are still expensive. I love Powercolor GPU, I had a RX580 which was way nosier than this one. It’s working great and great performance so far. Love the zero rpm during low power usage
"
B08V1WK4LB,"
Looks great, works great, runs Escape from tarkov at max settings w/ over 100 fps. 5900x cpu. Only complaint is the coil whirs/whines audibly. It's not very loud, but I couldn't handle it without headphones. Luckily I don't hear it with my headset on. 4 stars because of noise.
"
B09256CTT3,"
I've been wanting this card since I built my pc because I was doing an all-white build, and I noticed a big difference right away since I was upgrading from a 1660 Super.
"
B09256CTT3,"
Enough for today's games Went from the 1050 TI o the RTX 3060 Huge difference in graphics
"
B09256CTT3,"
Used it for my wife's all white build. There is no RGB, just white light on the Zotac Gaming. Looks good and kills 1080p gaming. Wife is getting 200+ FPS in R6 Siege, and around 70 in Shadow of The Tomb Raider, on high.
"
B09256CTT3,"
This card sealed in package from 1 year ago, how is it miners causing price increase if these cards never been in a mining rig?  Finally bought one but scalpers and human nature is why prices are up, these guys don't even know how to mine or they would never sell the cards. rofl.normies gonna norm, but prices aren't going down even with the low hash rate variants so naturally its the same as consoles just being overpriced so that children can't play games.  sad.
"
B09256CTT3,"




                    The media could not be loaded.
                



 At first I really didn’t want to pay 1,000 bucks for this card. But having just got scammed out 800 bucks for a rtx 2070. I can say I’m glad I got scammed, and ended up with this beast. It always handles everything I throw at it (not even overclocked). The thing looks like a sexy motherfacker and fits my white theme perfectly (as seen in pictures and videos). Honestly perfect for what I use it for, never had a problem (owned for 10 months now, so yes I payed 1,000 during the pandemic as this was “cheap” at the time) 10/10!!
"
B09256CTT3,"
Good performance and nice color. Just overpriced like all the other gpus, it is better to buy the AMD RX 6750xt
"
